challenge_hex,trial,response_hex,response_bin64
CD93A898,0,75103EBA8E04B448,0111010100010000001111101011101010001110000001001011010001001000
CD93A898,1,75103EBA8E0CB448,0111010100010000001111101011101010001110000011001011010001001000
CD93A898,2,75103EBA8E04B44A,0111010100010000001111101011101010001110000001001011010001001010
CD93A898,3,75103EAA8E0CB44A,0111010100010000001111101010101010001110000011001011010001001010
CD93A898,4,75103EAA8E0CB44A,0111010100010000001111101010101010001110000011001011010001001010
CD93A898,5,75103EBA8E04B448,0111010100010000001111101011101010001110000001001011010001001000
CD93A898,6,75103EAA8E04B44A,0111010100010000001111101010101010001110000001001011010001001010
CD93A898,7,75103EAA8E0CB44A,0111010100010000001111101010101010001110000011001011010001001010
CD93A898,8,75103EBA8E0CB44A,0111010100010000001111101011101010001110000011001011010001001010
CD93A898,9,75103EAA8E0CB44A,0111010100010000001111101010101010001110000011001011010001001010
C0AF10D8,0,3EAE75503208E504,0011111010101110011101010101000000110010000010001110010100000100
C0AF10D8,1,3EAE75503208E544,0011111010101110011101010101000000110010000010001110010101000100
C0AF10D8,2,3EAE75503208E544,0011111010101110011101010101000000110010000010001110010101000100
C0AF10D8,3,3EAE75503208E544,0011111010101110011101010101000000110010000010001110010101000100
C0AF10D8,4,3EAE75503208E504,0011111010101110011101010101000000110010000010001110010100000100
C0AF10D8,5,3EAE75503208E504,0011111010101110011101010101000000110010000010001110010100000100
C0AF10D8,6,3EAE75503208E544,0011111010101110011101010101000000110010000010001110010101000100
C0AF10D8,7,3EAE75503208E504,0011111010101110011101010101000000110010000010001110010100000100
C0AF10D8,8,3EAE75503208E505,0011111010101110011101010101000000110010000010001110010100000101
C0AF10D8,9,3EAE35503208E544,0011111010101110001101010101000000110010000010001110010101000100
1B486683,0,BF51182F455F180A,1011111101010001000110000010111101000101010111110001100000001010
1B486683,1,BF51182F455F180A,1011111101010001000110000010111101000101010111110001100000001010
1B486683,2,BF51182F455F180A,1011111101010001000110000010111101000101010111110001100000001010
1B486683,3,BF51182F455F180A,1011111101010001000110000010111101000101010111110001100000001010
1B486683,4,BF51182F4557180B,1011111101010001000110000010111101000101010101110001100000001011
1B486683,5,BF51182F455F184A,1011111101010001000110000010111101000101010111110001100001001010
1B486683,6,BF51182F455F180A,1011111101010001000110000010111101000101010111110001100000001010
1B486683,7,BF51182F455F180A,1011111101010001000110000010111101000101010111110001100000001010
1B486683,8,BF51182F4557180A,1011111101010001000110000010111101000101010101110001100000001010
1B486683,9,BF51182F455F184A,1011111101010001000110000010111101000101010111110001100001001010
D6BD76AF,0,1182AF404A202952,0001000110000010101011110100000001001010001000000010100101010010
D6BD76AF,1,1182AF404A202942,0001000110000010101011110100000001001010001000000010100101000010
D6BD76AF,2,1182AF404A222952,0001000110000010101011110100000001001010001000100010100101010010
D6BD76AF,3,1182AF404A222952,0001000110000010101011110100000001001010001000100010100101010010
D6BD76AF,4,1182AF404A222952,0001000110000010101011110100000001001010001000100010100101010010
D6BD76AF,5,1182AF404A222952,0001000110000010101011110100000001001010001000100010100101010010
D6BD76AF,6,1182AF404A222952,0001000110000010101011110100000001001010001000100010100101010010
D6BD76AF,7,1182AF404A202952,0001000110000010101011110100000001001010001000000010100101010010
D6BD76AF,8,1182AF404A222952,0001000110000010101011110100000001001010001000100010100101010010
D6BD76AF,9,1182AF404A202952,0001000110000010101011110100000001001010001000000010100101010010
2A53421F,0,A056C4346AD58509,1010000001010110110001000011010001101010110101011000010100001001
2A53421F,1,A056C4346AD58509,1010000001010110110001000011010001101010110101011000010100001001
2A53421F,2,A056C0346AD18509,1010000001010110110000000011010001101010110100011000010100001001
2A53421F,3,A056C0346AD18509,1010000001010110110000000011010001101010110100011000010100001001
2A53421F,4,A056C0346AD58509,1010000001010110110000000011010001101010110101011000010100001001
2A53421F,5,A056C0346AD58509,1010000001010110110000000011010001101010110101011000010100001001
2A53421F,6,A056C0346AD58509,1010000001010110110000000011010001101010110101011000010100001001
2A53421F,7,A056C0346AD58509,1010000001010110110000000011010001101010110101011000010100001001
2A53421F,8,A056C0346AD58509,1010000001010110110000000011010001101010110101011000010100001001
2A53421F,9,A056C0346AD58509,1010000001010110110000000011010001101010110101011000010100001001
BE62B871,0,0A32407AAA9B4062,0000101000110010010000000111101010101010100110110100000001100010
BE62B871,1,0A34407AEA9B4062,0000101000110100010000000111101011101010100110110100000001100010
BE62B871,2,0A34407AEA9B4062,0000101000110100010000000111101011101010100110110100000001100010
BE62B871,3,0A34407AEA9B4062,0000101000110100010000000111101011101010100110110100000001100010
BE62B871,4,0A34407AEA9B4062,0000101000110100010000000111101011101010100110110100000001100010
BE62B871,5,0A34407AAA9B4062,0000101000110100010000000111101010101010100110110100000001100010
BE62B871,6,0A34407AEA9B4062,0000101000110100010000000111101011101010100110110100000001100010
BE62B871,7,0A34407AEA9B4062,0000101000110100010000000111101011101010100110110100000001100010
BE62B871,8,0A34407AEA9B4062,0000101000110100010000000111101011101010100110110100000001100010
BE62B871,9,0A34407AEA9B4062,0000101000110100010000000111101011101010100110110100000001100010
C970C896,0,8941124239540CAB,1000100101000001000100100100001000111001010101000000110010101011
C970C896,1,8901124239540CAB,1000100100000001000100100100001000111001010101000000110010101011
C970C896,2,8991124239540CAB,1000100110010001000100100100001000111001010101000000110010101011
C970C896,3,8981124239540CAB,1000100110000001000100100100001000111001010101000000110010101011
C970C896,4,8911124239540CAB,1000100100010001000100100100001000111001010101000000110010101011
C970C896,5,8911124239540CAB,1000100100010001000100100100001000111001010101000000110010101011
C970C896,6,8911124239540CAB,1000100100010001000100100100001000111001010101000000110010101011
C970C896,7,8991124239540CAB,1000100110010001000100100100001000111001010101000000110010101011
C970C896,8,8901124239540CAB,1000100100000001000100100100001000111001010101000000110010101011
C970C896,9,8911124239540CAB,1000100100010001000100100100001000111001010101000000110010101011
B88CB5BE,0,2D4085846046B840,0010110101000000100001011000010001100000010001101011100001000000
B88CB5BE,1,2D4085806146B840,0010110101000000100001011000000001100001010001101011100001000000
B88CB5BE,2,2D4085846146B840,0010110101000000100001011000010001100001010001101011100001000000
B88CB5BE,3,2D4085806146B840,0010110101000000100001011000000001100001010001101011100001000000
B88CB5BE,4,2D4085806146B850,0010110101000000100001011000000001100001010001101011100001010000
B88CB5BE,5,2D4085846146B840,0010110101000000100001011000010001100001010001101011100001000000
B88CB5BE,6,2D4085846146B840,0010110101000000100001011000010001100001010001101011100001000000
B88CB5BE,7,2D4085806142B840,0010110101000000100001011000000001100001010000101011100001000000
B88CB5BE,8,2D4085846146B840,0010110101000000100001011000010001100001010001101011100001000000
B88CB5BE,9,2D4085806346B840,0010110101000000100001011000000001100011010001101011100001000000
03D6C7D3,0,602D9575E022C508,0110000000101101100101010111010111100000001000101100010100001000
03D6C7D3,1,602D9575E022C508,0110000000101101100101010111010111100000001000101100010100001000
03D6C7D3,2,602D9575E022C508,0110000000101101100101010111010111100000001000101100010100001000
03D6C7D3,3,602D9575E022C508,0110000000101101100101010111010111100000001000101100010100001000
03D6C7D3,4,602D9575E022C508,0110000000101101100101010111010111100000001000101100010100001000
03D6C7D3,5,602D9575E022C508,0110000000101101100101010111010111100000001000101100010100001000
03D6C7D3,6,602D9575E022C508,0110000000101101100101010111010111100000001000101100010100001000
03D6C7D3,7,602D9555E022C508,0110000000101101100101010101010111100000001000101100010100001000
03D6C7D3,8,602D9575E026C508,0110000000101101100101010111010111100000001001101100010100001000
03D6C7D3,9,602D9575E022C508,0110000000101101100101010111010111100000001000101100010100001000
E1D5D9F1,0,578A022C056A07C2,0101011110001010000000100010110000000101011010100000011111000010
E1D5D9F1,1,57AA222C056A03C2,0101011110101010001000100010110000000101011010100000001111000010
E1D5D9F1,2,57AA222C056A03C2,0101011110101010001000100010110000000101011010100000001111000010
E1D5D9F1,3,57AA022C056A03C2,0101011110101010000000100010110000000101011010100000001111000010
E1D5D9F1,4,57AA222C056A03C2,0101011110101010001000100010110000000101011010100000001111000010
E1D5D9F1,5,57AA022C056A03C2,0101011110101010000000100010110000000101011010100000001111000010
E1D5D9F1,6,57AA222C056A03C2,0101011110101010001000100010110000000101011010100000001111000010
E1D5D9F1,7,57AA022C056A07C2,0101011110101010000000100010110000000101011010100000011111000010
E1D5D9F1,8,57AA022C056A07C2,0101011110101010000000100010110000000101011010100000011111000010
E1D5D9F1,9,57AA022C056A03C2,0101011110101010000000100010110000000101011010100000001111000010
8A2869B3,0,51581F08D42888B0,0101000101011000000111110000100011010100001010001000100010110000
8A2869B3,1,51581F08D42808B0,0101000101011000000111110000100011010100001010000000100010110000
8A2869B3,2,51581F08D42808B0,0101000101011000000111110000100011010100001010000000100010110000
8A2869B3,3,51581F08D42808B0,0101000101011000000111110000100011010100001010000000100010110000
8A2869B3,4,51581F08D42808B0,0101000101011000000111110000100011010100001010000000100010110000
8A2869B3,5,51580F08D42808B0,0101000101011000000011110000100011010100001010000000100010110000
8A2869B3,6,51580F08D42808B0,0101000101011000000011110000100011010100001010000000100010110000
8A2869B3,7,51580F08D42808B0,0101000101011000000011110000100011010100001010000000100010110000
8A2869B3,8,51581F08D42808B0,0101000101011000000111110000100011010100001010000000100010110000
8A2869B3,9,51580F08D42808B0,0101000101011000000011110000100011010100001010000000100010110000
8F24F18C,0,B40CBABD550C802B,1011010000001100101110101011110101010101000011001000000000101011
8F24F18C,1,B40CBABD550C802B,1011010000001100101110101011110101010101000011001000000000101011
8F24F18C,2,B40CBABD550C802B,1011010000001100101110101011110101010101000011001000000000101011
8F24F18C,3,B40CBABD550C802B,1011010000001100101110101011110101010101000011001000000000101011
8F24F18C,4,B40CBABD550C802B,1011010000001100101110101011110101010101000011001000000000101011
8F24F18C,5,B40CBABD550C802B,1011010000001100101110101011110101010101000011001000000000101011
8F24F18C,6,B40CBABD550C802B,1011010000001100101110101011110101010101000011001000000000101011
8F24F18C,7,B40CBABD550C802B,1011010000001100101110101011110101010101000011001000000000101011
8F24F18C,8,B40CBABD550C802B,1011010000001100101110101011110101010101000011001000000000101011
8F24F18C,9,B60CBABD550C802B,1011011000001100101110101011110101010101000011001000000000101011
39BFF982,0,032FA8AD4322AF54,0000001100101111101010001010110101000011001000101010111101010100
39BFF982,1,032FA8AD4322AF14,0000001100101111101010001010110101000011001000101010111100010100
39BFF982,2,832FA8AD4322AF54,1000001100101111101010001010110101000011001000101010111101010100
39BFF982,3,032FA8AD4322AF54,0000001100101111101010001010110101000011001000101010111101010100
39BFF982,4,032FA8AD4322AF14,0000001100101111101010001010110101000011001000101010111100010100
39BFF982,5,032FA8AD4322AF54,0000001100101111101010001010110101000011001000101010111101010100
39BFF982,6,032FA8AD4322AF54,0000001100101111101010001010110101000011001000101010111101010100
39BFF982,7,032FA8AD4322AF54,0000001100101111101010001010110101000011001000101010111101010100
39BFF982,8,032FA8AD4322AF54,0000001100101111101010001010110101000011001000101010111101010100
39BFF982,9,032FA8AD4322AF54,0000001100101111101010001010110101000011001000101010111101010100
ADCF2C70,0,DA0431A0BA5D3D20,1101101000000100001100011010000010111010010111010011110100100000
ADCF2C70,1,DA0431A0BA5D3D20,1101101000000100001100011010000010111010010111010011110100100000
ADCF2C70,2,DA0431A0BA5D3D20,1101101000000100001100011010000010111010010111010011110100100000
ADCF2C70,3,DA0431A0BA5D3D20,1101101000000100001100011010000010111010010111010011110100100000
ADCF2C70,4,DA0431A0BA5D3D20,1101101000000100001100011010000010111010010111010011110100100000
ADCF2C70,5,DA0431A0BA5D3D20,1101101000000100001100011010000010111010010111010011110100100000
ADCF2C70,6,DA0431A0BA5D3D20,1101101000000100001100011010000010111010010111010011110100100000
ADCF2C70,7,DA0431A0BA5D3D20,1101101000000100001100011010000010111010010111010011110100100000
ADCF2C70,8,DA0431A0BA5D3D20,1101101000000100001100011010000010111010010111010011110100100000
ADCF2C70,9,DA0431A0BA5D3D20,1101101000000100001100011010000010111010010111010011110100100000
F95400EB,0,7081F2512825A047,0111000010000001111100100101000100101000001001011010000001000111
F95400EB,1,7081F2412025A047,0111000010000001111100100100000100100000001001011010000001000111
F95400EB,2,7081F2512025A047,0111000010000001111100100101000100100000001001011010000001000111
F95400EB,3,7081F0512025A047,0111000010000001111100000101000100100000001001011010000001000111
F95400EB,4,7081F2512025A047,0111000010000001111100100101000100100000001001011010000001000111
F95400EB,5,7481F2512025A047,0111010010000001111100100101000100100000001001011010000001000111
F95400EB,6,7081F2512025A047,0111000010000001111100100101000100100000001001011010000001000111
F95400EB,7,7081F2512065A047,0111000010000001111100100101000100100000011001011010000001000111
F95400EB,8,7081F2512025A047,0111000010000001111100100101000100100000001001011010000001000111
F95400EB,9,7081F2512065A047,0111000010000001111100100101000100100000011001011010000001000111
04D94EEA,0,07A2A92D010A9251,0000011110100010101010010010110100000001000010101001001001010001
04D94EEA,1,07A2AD2F010A9251,0000011110100010101011010010111100000001000010101001001001010001
04D94EEA,2,07A2A92D010A9251,0000011110100010101010010010110100000001000010101001001001010001
04D94EEA,3,07A2AD2D010A9251,0000011110100010101011010010110100000001000010101001001001010001
04D94EEA,4,07A2AD2F010A9251,0000011110100010101011010010111100000001000010101001001001010001
04D94EEA,5,07A2AD2D010A9251,0000011110100010101011010010110100000001000010101001001001010001
04D94EEA,6,07A2AD2F010A9251,0000011110100010101011010010111100000001000010101001001001010001
04D94EEA,7,07A2AD2D010A9251,0000011110100010101011010010110100000001000010101001001001010001
04D94EEA,8,07A2AD2F018A9251,0000011110100010101011010010111100000001100010101001001001010001
04D94EEA,9,07A2AD2F010A9251,0000011110100010101011010010111100000001000010101001001001010001
3283070E,0,0B4C29C42488AB9D,0000101101001100001010011100010000100100100010001010101110011101
3283070E,1,8B4C29C42488AB9D,1000101101001100001010011100010000100100100010001010101110011101
3283070E,2,8B4829C42488AB9D,1000101101001000001010011100010000100100100010001010101110011101
3283070E,3,8B4829C424882B9D,1000101101001000001010011100010000100100100010000010101110011101
3283070E,4,1B4829C42488AB9D,0001101101001000001010011100010000100100100010001010101110011101
3283070E,5,8B4829C424882B9D,1000101101001000001010011100010000100100100010000010101110011101
3283070E,6,9B4829C424882B9D,1001101101001000001010011100010000100100100010000010101110011101
3283070E,7,8B4C29C424A8AB9D,1000101101001100001010011100010000100100101010001010101110011101
3283070E,8,8B4A29C424882B9D,1000101101001010001010011100010000100100100010000010101110011101
3283070E,9,8B4829C424882B9D,1000101101001000001010011100010000100100100010000010101110011101
